ExpenseDate,ExpenseType,Amount_VND
2025-08-17,Logistics,7203600
2025-08-18,Logistics,6458980
2025-08-19,Logistics,6624173
2025-08-20,Logistics,6996614
2025-08-21,Logistics,6252495
2025-08-22,Logistics,7333648
2025-08-23,Logistics,7127471
2025-08-24,Logistics,7337933
2025-08-25,Logistics,6973649
2025-08-26,Logistics,7303732
2025-08-27,Logistics,6192370
2025-08-28,Logistics,6413197
2025-08-29,Logistics,7285672
2025-08-30,Logistics,6413179
2025-08-31,Logistics,6447086
2025-09-01,Logistics,7011633
2025-09-02,Logistics,6536672
2025-09-03,Logistics,6474740
2025-09-04,Logistics,6509342
2025-09-05,Logistics,7537895
2025-09-06,Logistics,7084148
2025-09-07,Logistics,7600488
2025-09-08,Logistics,6452820
2025-09-09,Logistics,7672383
2025-09-10,Logistics,7270722
2025-09-11,Logistics,6349764
2025-09-12,Logistics,6612491
2025-09-13,Logistics,6930253
2025-09-14,Logistics,6697713
2025-09-15,Logistics,6796401
2025-09-16,Logistics,7126654
2025-09-17,Logistics,7161638
2025-09-18,Logistics,7489966
2025-09-19,Logistics,6506953
2025-09-20,Logistics,7044367
2025-09-21,Logistics,6456800
2025-09-22,Logistics,6408884
2025-09-23,Logistics,6901925
2025-09-24,Logistics,6649461
2025-09-25,Logistics,6692324
2025-09-26,Logistics,6584026
2025-09-27,Logistics,7672434
2025-09-28,Logistics,6407492
2025-09-29,Logistics,6523597
2025-09-30,Logistics,7604485
2025-10-01,Logistics,6797914
2025-10-02,Logistics,6558137
2025-10-03,Logistics,6108498
2025-10-04,Logistics,6447151
2025-10-05,Logistics,7052249
2025-10-06,Logistics,6367724
2025-10-07,Logistics,7156587
2025-10-08,Logistics,6155084
2025-10-09,Logistics,6348987
2025-10-10,Logistics,7131976
2025-10-11,Logistics,6707341
2025-10-12,Logistics,6606096
2025-10-13,Logistics,6592467
2025-10-14,Logistics,6908205
2025-10-15,Logistics,6682568
2025-10-16,Logistics,7190548
2025-10-17,Logistics,6849115
2025-10-18,Logistics,6734843
2025-10-19,Logistics,7241148
2025-10-20,Logistics,7413373
2025-10-21,Logistics,6932162
2025-10-22,Logistics,6202266
2025-10-23,Logistics,7006339
2025-10-24,Logistics,6406037
2025-10-25,Logistics,6864635
2025-10-26,Logistics,6858880
2025-10-27,Logistics,6533336
2025-10-28,Logistics,7110072
2025-10-29,Logistics,6392713
2025-10-30,Logistics,6555226
2025-10-31,Logistics,6682147
2025-11-01,Logistics,7621312
2025-11-02,Logistics,7369608
2025-11-03,Logistics,6455660
2025-11-04,Logistics,6563710
2025-11-05,Logistics,6633652
2025-11-06,Logistics,6715485
2025-11-07,Logistics,7489327
2025-11-08,Logistics,6697259
2025-11-09,Logistics,7296045
2025-11-10,Logistics,7018461
2025-11-11,Logistics,7118739
2025-11-12,Logistics,7093690
2025-11-13,Logistics,7365745
2025-11-14,Logistics,7164887
2025-11-15,Logistics,6982825
2025-11-16,Logistics,7533955
2025-11-17,Logistics,7412910
2025-11-18,Logistics,6615989
2025-11-19,Logistics,6379094
2025-11-20,Logistics,7102534
2025-11-21,Logistics,7115695
2025-11-22,Logistics,7248362
2025-11-23,Logistics,7663077
2025-11-24,Logistics,7209850
2025-11-25,Logistics,7512385
2025-11-26,Logistics,7654955
2025-11-27,Logistics,6410723
2025-11-28,Logistics,6347991
2025-11-29,Logistics,6342436
2025-11-30,Logistics,6893665
2025-12-01,Logistics,7433945
2025-12-02,Logistics,6259105
2025-12-03,Logistics,6222822
2025-12-04,Logistics,7060638
2025-12-05,Logistics,6133131
2025-12-06,Logistics,6548806
2025-12-07,Logistics,7448079
2025-12-08,Logistics,6167794
2025-12-09,Logistics,6507472
2025-12-10,Logistics,7171779
2025-12-11,Logistics,7428555
2025-12-12,Logistics,7169004
2025-12-13,Logistics,7307585
2025-12-14,Logistics,7287493
2025-12-15,Logistics,7195083
2025-12-16,Logistics,7392174
2025-12-17,Logistics,6484140
2025-12-18,Logistics,7386785
2025-12-19,Logistics,6929923
2025-12-20,Logistics,6497394
2025-12-21,Logistics,7331437
2025-12-22,Logistics,6943046
2025-12-23,Logistics,7283269
2025-12-24,Logistics,7017971
2025-12-25,Logistics,6336090
2025-12-26,Logistics,6668389
2025-12-27,Logistics,6395772
2025-12-28,Logistics,6235880
2025-12-29,Logistics,7249087
2025-12-30,Logistics,7124225
2025-12-31,Logistics,7445623
2025-01-01,Điện nước,3451719
2025-01-02,Điện nước,3129965
2025-01-03,Điện nước,3403222
2025-01-04,Điện nước,3190547
2025-01-05,Điện nước,3612721
2025-01-06,Điện nước,3682406
2025-01-07,Điện nước,3598049
2025-01-08,Điện nước,3377189
2025-01-09,Điện nước,3472756
2025-01-10,Điện nước,3597730
2025-01-11,Điện nước,3644713
2025-01-12,Điện nước,3458283
2025-01-13,Điện nước,3181410
2025-01-14,Điện nước,3496760
2025-01-15,Điện nước,3379157
2025-01-16,Điện nước,3183447
2025-01-17,Điện nước,3518031
2025-01-18,Điện nước,3488497
2025-01-19,Điện nước,3503546
2025-01-20,Điện nước,3393581
2025-01-21,Điện nước,3191430
2025-01-22,Điện nước,3624636
2025-01-23,Điện nước,3350861
2025-01-24,Điện nước,3542873
2025-01-25,Điện nước,3638941
2025-01-26,Điện nước,3118986
2025-01-27,Điện nước,3278269
2025-01-28,Điện nước,3286145
2025-01-29,Điện nước,3718493
2025-01-30,Điện nước,3580192
2025-01-31,Điện nước,3476260
2025-02-01,Điện nước,3526445
2025-02-02,Điện nước,3985716
2025-02-03,Điện nước,3788639
2025-02-04,Điện nước,3996697
2025-02-05,Điện nước,3621725
2025-02-06,Điện nước,3598423
2025-02-07,Điện nước,3923256
2025-02-08,Điện nước,3948234
2025-02-09,Điện nước,3976566
2025-02-10,Điện nước,3878999
2025-02-11,Điện nước,3850313
2025-02-12,Điện nước,3727047
2025-02-13,Điện nước,3473144
2025-02-14,Điện nước,3987389
2025-02-15,Điện nước,3408668
2025-02-16,Điện nước,4015124
2025-02-17,Điện nước,3756483
2025-02-18,Điện nước,3856230
2025-02-19,Điện nước,3732389
2025-02-20,Điện nước,4055057
2025-02-21,Điện nước,3784539
2025-02-22,Điện nước,3801106
2025-02-23,Điện nước,4128458
2025-02-24,Điện nước,3424170
2025-02-25,Điện nước,4073172
2025-02-26,Điện nước,3685454
2025-02-27,Điện nước,3482475
2025-02-28,Điện nước,3831752
2025-03-01,Điện nước,3152814
2025-03-02,Điện nước,3151103
2025-03-03,Điện nước,3644084
2025-03-04,Điện nước,3077002
2025-03-05,Điện nước,3270989
2025-03-06,Điện nước,3306517
2025-03-07,Điện nước,3455632
2025-03-08,Điện nước,3166521
2025-03-09,Điện nước,3451813
2025-03-10,Điện nước,3228869
2025-03-11,Điện nước,3265811
2025-03-12,Điện nước,3387488
2025-03-13,Điện nước,3099477
2025-03-14,Điện nước,3271727
2025-03-15,Điện nước,3390111
2025-03-16,Điện nước,3594762
2025-03-17,Điện nước,3377117
2025-03-18,Điện nước,3601981
2025-03-19,Điện nước,3693555
2025-03-20,Điện nước,3684755
2025-03-21,Điện nước,3160648
2025-03-22,Điện nước,3066850
2025-03-23,Điện nước,3600410
2025-03-24,Điện nước,3304895
2025-03-25,Điện nước,3721423
2025-03-26,Điện nước,3644318
2025-03-27,Điện nước,3344876
2025-03-28,Điện nước,3439259
2025-03-29,Điện nước,3073078
2025-03-30,Điện nước,3325291
2025-03-31,Điện nước,3718162
2025-04-01,Điện nước,3789762
2025-04-02,Điện nước,3733868
2025-04-03,Điện nước,3627671
2025-04-04,Điện nước,3546026
2025-04-05,Điện nước,3537091
2025-04-06,Điện nước,3762447
2025-04-07,Điện nước,3689389
2025-04-08,Điện nước,3515260
2025-04-09,Điện nước,3606140
2025-04-10,Điện nước,3397518
2025-04-11,Điện nước,3559097
2025-04-12,Điện nước,3463818
2025-04-13,Điện nước,3369491
2025-04-14,Điện nước,3532597
2025-04-15,Điện nước,3445593
2025-04-16,Điện nước,3586989
2025-04-17,Điện nước,3256917
2025-04-18,Điện nước,3856445
2025-04-19,Điện nước,3380725
2025-04-20,Điện nước,3581097
2025-04-21,Điện nước,3163857
2025-04-22,Điện nước,3345835
2025-04-23,Điện nước,3659375
2025-04-24,Điện nước,3298483
2025-04-25,Điện nước,3434443
2025-04-26,Điện nước,3314624
2025-04-27,Điện nước,3593348
2025-04-28,Điện nước,3389373
2025-04-29,Điện nước,3841029
2025-04-30,Điện nước,3764035
2025-05-01,Điện nước,3165898
2025-05-02,Điện nước,3688633
2025-05-03,Điện nước,3092201
2025-05-04,Điện nước,3174495
2025-05-05,Điện nước,3521891
2025-05-06,Điện nước,3289379
2025-05-07,Điện nước,3362395
2025-05-08,Điện nước,3720937
2025-05-09,Điện nước,3127624
2025-05-10,Điện nước,3370120
2025-05-11,Điện nước,3096855
2025-05-12,Điện nước,3398265
2025-05-13,Điện nước,3544570
2025-05-14,Điện nước,3211802
2025-05-15,Điện nước,3176240
2025-05-16,Điện nước,3590535
2025-05-17,Điện nước,3513276
2025-05-18,Điện nước,3571556
2025-05-19,Điện nước,3316482
2025-05-20,Điện nước,3304752
2025-05-21,Điện nước,3066942
2025-05-22,Điện nước,3366812
2025-05-23,Điện nước,3375188
2025-05-24,Điện nước,3334619
2025-05-25,Điện nước,3704071
2025-05-26,Điện nước,3252891
2025-05-27,Điện nước,3403095
2025-05-28,Điện nước,3175648
2025-05-29,Điện nước,3514953
2025-05-30,Điện nước,3599140
2025-05-31,Điện nước,3259492
2025-06-01,Điện nước,3779463
2025-06-02,Điện nước,3350428
2025-06-03,Điện nước,3440868
2025-06-04,Điện nước,3189722
2025-06-05,Điện nước,3641215
2025-06-06,Điện nước,3521052
2025-06-07,Điện nước,3174421
2025-06-08,Điện nước,3433431
2025-06-09,Điện nước,3819036
2025-06-10,Điện nước,3584254
2025-06-11,Điện nước,3433890
2025-06-12,Điện nước,3240266
2025-06-13,Điện nước,3378085
2025-06-14,Điện nước,3184452
2025-06-15,Điện nước,3168776
2025-06-16,Điện nước,3697596
2025-06-17,Điện nước,3290261
2025-06-18,Điện nước,3320546
2025-06-19,Điện nước,3813301
2025-06-20,Điện nước,3687569
2025-06-21,Điện nước,3818900
2025-06-22,Điện nước,3681447
2025-06-23,Điện nước,3807887
2025-06-24,Điện nước,3686325
2025-06-25,Điện nước,3640054
2025-06-26,Điện nước,3356076
2025-06-27,Điện nước,3829301
2025-06-28,Điện nước,3472777
2025-06-29,Điện nước,3526585
2025-06-30,Điện nước,3609237
2025-07-01,Điện nước,3421687
2025-07-02,Điện nước,3487129
2025-07-03,Điện nước,3354135
2025-07-04,Điện nước,3285120
2025-07-05,Điện nước,3133679
2025-07-06,Điện nước,3186131
2025-07-07,Điện nước,3113126
2025-07-08,Điện nước,3621441
2025-07-09,Điện nước,3592457
2025-07-10,Điện nước,3108936
2025-07-11,Điện nước,3063665
2025-07-12,Điện nước,3378129
2025-07-13,Điện nước,3461870
2025-07-14,Điện nước,3427913
2025-07-15,Điện nước,3666390
2025-07-16,Điện nước,3253738
2025-07-17,Điện nước,3648674
2025-07-18,Điện nước,3190313
2025-07-19,Điện nước,3380642
2025-07-20,Điện nước,3562006
2025-07-21,Điện nước,3418953
2025-07-22,Điện nước,3377243
2025-07-23,Điện nước,3230068
2025-07-24,Điện nước,3716687
2025-07-25,Điện nước,3395054
2025-07-26,Điện nước,3638896
2025-07-27,Điện nước,3070528
2025-07-28,Điện nước,3603371
2025-07-29,Điện nước,3487050
2025-07-30,Điện nước,3125814
2025-07-31,Điện nước,3613624
2025-08-01,Điện nước,3693980
2025-08-02,Điện nước,3268874
2025-08-03,Điện nước,3368509
2025-08-04,Điện nước,3573701
2025-08-05,Điện nước,3646591
2025-08-06,Điện nước,3164380
2025-08-07,Điện nước,3689551
2025-08-08,Điện nước,3610667
2025-08-09,Điện nước,3240571
2025-08-10,Điện nước,3064778
2025-08-11,Điện nước,3471747
2025-08-12,Điện nước,3661378
2025-08-13,Điện nước,3252464
2025-08-14,Điện nước,3502185
2025-08-15,Điện nước,3375698
2025-08-16,Điện nước,3237917
2025-08-17,Điện nước,3299172
2025-08-18,Điện nước,3486296
2025-08-19,Điện nước,3563606
2025-08-20,Điện nước,3635947
2025-08-21,Điện nước,3125371
2025-08-22,Điện nước,3548258
2025-08-23,Điện nước,3370391
2025-08-24,Điện nước,3597602
2025-08-25,Điện nước,3731687
2025-08-26,Điện nước,3452108
2025-08-27,Điện nước,3361225
2025-08-28,Điện nước,3663941
2025-08-29,Điện nước,3498514
2025-08-30,Điện nước,3167191
2025-08-31,Điện nước,3375017
2025-09-01,Điện nước,3397154
2025-09-02,Điện nước,3487440
2025-09-03,Điện nước,3224460
2025-09-04,Điện nước,3724815
2025-09-05,Điện nước,3257729
2025-09-06,Điện nước,3222435
2025-09-07,Điện nước,3446463
2025-09-08,Điện nước,3262168
2025-09-09,Điện nước,3194092
2025-09-10,Điện nước,3314734
2025-09-11,Điện nước,3602845
2025-09-12,Điện nước,3348047
2025-09-13,Điện nước,3676182
2025-09-14,Điện nước,3229696
2025-09-15,Điện nước,3354810
2025-09-16,Điện nước,3596850
2025-09-17,Điện nước,3438729
2025-09-18,Điện nước,3708382
2025-09-19,Điện nước,3448422
2025-09-20,Điện nước,3251866
2025-09-21,Điện nước,3747497
2025-09-22,Điện nước,3391999
2025-09-23,Điện nước,3792652
2025-09-24,Điện nước,3657948
2025-09-25,Điện nước,3576311
2025-09-26,Điện nước,3293772
2025-09-27,Điện nước,3709511
2025-09-28,Điện nước,3704834
2025-09-29,Điện nước,3819471
2025-09-30,Điện nước,3302969
2025-10-01,Điện nước,3673396
2025-10-02,Điện nước,3488912
2025-10-03,Điện nước,3366662
2025-10-04,Điện nước,3386436
2025-10-05,Điện nước,3564964
2025-10-06,Điện nước,3377987
2025-10-07,Điện nước,3087228
2025-10-08,Điện nước,3515544
2025-10-09,Điện nước,3444858
2025-10-10,Điện nước,3073179
2025-10-11,Điện nước,3425454
2025-10-12,Điện nước,3730152
2025-10-13,Điện nước,3652908
2025-10-14,Điện nước,3675790
2025-10-15,Điện nước,3495881
2025-10-16,Điện nước,3085355
2025-10-17,Điện nước,3572063
2025-10-18,Điện nước,3399946
2025-10-19,Điện nước,3680949
2025-10-20,Điện nước,3311749
2025-10-21,Điện nước,3126953
2025-10-22,Điện nước,3087273
2025-10-23,Điện nước,3114637
2025-10-24,Điện nước,3273983
2025-10-25,Điện nước,3636897
2025-10-26,Điện nước,3433567
2025-10-27,Điện nước,3306389
2025-10-28,Điện nước,3634215
2025-10-29,Điện nước,3461884
2025-10-30,Điện nước,3398675
2025-10-31,Điện nước,3544776
2025-11-01,Điện nước,3432635
2025-11-02,Điện nước,3318292
2025-11-03,Điện nước,3326277
2025-11-04,Điện nước,3820518
2025-11-05,Điện nước,3742508
2025-11-06,Điện nước,3234059
2025-11-07,Điện nước,3201898
2025-11-08,Điện nước,3635719
2025-11-09,Điện nước,3766931
2025-11-10,Điện nước,3265229
2025-11-11,Điện nước,3800731
2025-11-12,Điện nước,3453082
2025-11-13,Điện nước,3457702
2025-11-14,Điện nước,3749110
2025-11-15,Điện nước,3423081
2025-11-16,Điện nước,3501573
2025-11-17,Điện nước,3223403
2025-11-18,Điện nước,3438873
2025-11-19,Điện nước,3749451
2025-11-20,Điện nước,3165651
2025-11-21,Điện nước,3807133
2025-11-22,Điện nước,3220784
2025-11-23,Điện nước,3847920
2025-11-24,Điện nước,3219175
2025-11-25,Điện nước,3249458
2025-11-26,Điện nước,3645464
2025-11-27,Điện nước,3602944
2025-11-28,Điện nước,3388311
2025-11-29,Điện nước,3772124
2025-11-30,Điện nước,3331817
2025-12-01,Điện nước,3470951
2025-12-02,Điện nước,3264930
2025-12-03,Điện nước,3450380
2025-12-04,Điện nước,3090222
2025-12-05,Điện nước,3147994
2025-12-06,Điện nước,3150900
2025-12-07,Điện nước,3386459
2025-12-08,Điện nước,3168462
2025-12-09,Điện nước,3086693
2025-12-10,Điện nước,3318045
2025-12-11,Điện nước,3615435
2025-12-12,Điện nước,3485786
2025-12-13,Điện nước,3066031
2025-12-14,Điện nước,3514110
2025-12-15,Điện nước,3160560
2025-12-16,Điện nước,3210984
2025-12-17,Điện nước,3223579
2025-12-18,Điện nước,3721268
2025-12-19,Điện nước,3270151
2025-12-20,Điện nước,3382496
2025-12-21,Điện nước,3287892
2025-12-22,Điện nước,3614548
2025-12-23,Điện nước,3219843
2025-12-24,Điện nước,3365779
2025-12-25,Điện nước,3340982
2025-12-26,Điện nước,3063129
2025-12-27,Điện nước,3198453
2025-12-28,Điện nước,3271767
2025-12-29,Điện nước,3717885
2025-12-30,Điện nước,3502133
2025-12-31,Điện nước,3572053
2025-01-01,Văn phòng phẩm,3291454
2025-01-02,Văn phòng phẩm,3609541
2025-01-03,Văn phòng phẩm,3726703
2025-01-04,Văn phòng phẩm,3643996
2025-01-05,Văn phòng phẩm,3175935
2025-01-06,Văn phòng phẩm,3696533
2025-01-07,Văn phòng phẩm,3124209
2025-01-08,Văn phòng phẩm,3303219
2025-01-09,Văn phòng phẩm,3663646
2025-01-10,Văn phòng phẩm,3155809
2025-01-11,Văn phòng phẩm,3274442
2025-01-12,Văn phòng phẩm,3281971
2025-01-13,Văn phòng phẩm,3418937
2025-01-14,Văn phòng phẩm,3123760
2025-01-15,Văn phòng phẩm,3218378
2025-01-16,Văn phòng phẩm,3135662
2025-01-17,Văn phòng phẩm,3440898
2025-01-18,Văn phòng phẩm,3271595
2025-01-19,Văn phòng phẩm,3454231
2025-01-20,Văn phòng phẩm,3334950
2025-01-21,Văn phòng phẩm,3631696
2025-01-22,Văn phòng phẩm,3531226
2025-01-23,Văn phòng phẩm,3546581
2025-01-24,Văn phòng phẩm,3218364
2025-01-25,Văn phòng phẩm,3472906
2025-01-26,Văn phòng phẩm,3086032
2025-01-27,Văn phòng phẩm,3201162
2025-01-28,Văn phòng phẩm,3318261
2025-01-29,Văn phòng phẩm,3083880
2025-01-30,Văn phòng phẩm,3530812
2025-01-31,Văn phòng phẩm,3344668
2025-02-01,Văn phòng phẩm,4062522
2025-02-02,Văn phòng phẩm,4055854
2025-02-03,Văn phòng phẩm,4098434
2025-02-04,Văn phòng phẩm,3492476
2025-02-05,Văn phòng phẩm,3880581
2025-02-06,Văn phòng phẩm,3850784
2025-02-07,Văn phòng phẩm,3854327
2025-02-08,Văn phòng phẩm,3450126
2025-02-09,Văn phòng phẩm,3779438
2025-02-10,Văn phòng phẩm,3434119
2025-02-11,Văn phòng phẩm,3648005
2025-02-12,Văn phòng phẩm,3946357
2025-02-13,Văn phòng phẩm,4033763
2025-02-14,Văn phòng phẩm,3981957
2025-02-15,Văn phòng phẩm,3849168
2025-02-16,Văn phòng phẩm,3938814
2025-02-17,Văn phòng phẩm,3650204
2025-02-18,Văn phòng phẩm,4119682
2025-02-19,Văn phòng phẩm,4040968
2025-02-20,Văn phòng phẩm,3598898
2025-02-21,Văn phòng phẩm,3629820
2025-02-22,Văn phòng phẩm,3872805
2025-02-23,Văn phòng phẩm,3751347
2025-02-24,Văn phòng phẩm,3488575
2025-02-25,Văn phòng phẩm,3429738
2025-02-26,Văn phòng phẩm,3876033
2025-02-27,Văn phòng phẩm,4130520
2025-02-28,Văn phòng phẩm,3776241
2025-03-01,Văn phòng phẩm,3201569
2025-03-02,Văn phòng phẩm,3378530
2025-03-03,Văn phòng phẩm,3412384
2025-03-04,Văn phòng phẩm,3257837
2025-03-05,Văn phòng phẩm,3388018
2025-03-06,Văn phòng phẩm,3708419
2025-03-07,Văn phòng phẩm,3331839
2025-03-08,Văn phòng phẩm,3186350
2025-03-09,Văn phòng phẩm,3555436
2025-03-10,Văn phòng phẩm,3372845
2025-03-11,Văn phòng phẩm,3214023
2025-03-12,Văn phòng phẩm,3190189
2025-03-13,Văn phòng phẩm,3622838
2025-03-14,Văn phòng phẩm,3373773
2025-03-15,Văn phòng phẩm,3309455
2025-03-16,Văn phòng phẩm,3312415
2025-03-17,Văn phòng phẩm,3699178
2025-03-18,Văn phòng phẩm,3481183
2025-03-19,Văn phòng phẩm,3525006
2025-03-20,Văn phòng phẩm,3634353
2025-03-21,Văn phòng phẩm,3582956
2025-03-22,Văn phòng phẩm,3129476
2025-03-23,Văn phòng phẩm,3597893
2025-03-24,Văn phòng phẩm,3115343
2025-03-25,Văn phòng phẩm,3244688
2025-03-26,Văn phòng phẩm,3702457
2025-03-27,Văn phòng phẩm,3458066
2025-03-28,Văn phòng phẩm,3577791
2025-03-29,Văn phòng phẩm,3201022
2025-03-30,Văn phòng phẩm,3382444
2025-03-31,Văn phòng phẩm,3096796
2025-04-01,Văn phòng phẩm,3291028
2025-04-02,Văn phòng phẩm,3406228
2025-04-03,Văn phòng phẩm,3412541
2025-04-04,Văn phòng phẩm,3640965
2025-04-05,Văn phòng phẩm,3746852
2025-04-06,Văn phòng phẩm,3676911
2025-04-07,Văn phòng phẩm,3648576
2025-04-08,Văn phòng phẩm,3510790
2025-04-09,Văn phòng phẩm,3703154
2025-04-10,Văn phòng phẩm,3306120
2025-04-11,Văn phòng phẩm,3599821
2025-04-12,Văn phòng phẩm,3474588
2025-04-13,Văn phòng phẩm,3668507
2025-04-14,Văn phòng phẩm,3763189
2025-04-15,Văn phòng phẩm,3797689
2025-04-16,Văn phòng phẩm,3208960
2025-04-17,Văn phòng phẩm,3184305
2025-04-18,Văn phòng phẩm,3375133
2025-04-19,Văn phòng phẩm,3588996
2025-04-20,Văn phòng phẩm,3744064
2025-04-21,Văn phòng phẩm,3278650
2025-04-22,Văn phòng phẩm,3291516
2025-04-23,Văn phòng phẩm,3173216
2025-04-24,Văn phòng phẩm,3354618
2025-04-25,Văn phòng phẩm,3800643
2025-04-26,Văn phòng phẩm,3437048
2025-04-27,Văn phòng phẩm,3436057
2025-04-28,Văn phòng phẩm,3388547
2025-04-29,Văn phòng phẩm,3809659
2025-04-30,Văn phòng phẩm,3610519
2025-05-01,Văn phòng phẩm,3661388
2025-05-02,Văn phòng phẩm,3602091
2025-05-03,Văn phòng phẩm,3577750
2025-05-04,Văn phòng phẩm,3562351
2025-05-05,Văn phòng phẩm,3264229
2025-05-06,Văn phòng phẩm,3228561
2025-05-07,Văn phòng phẩm,3164304
2025-05-08,Văn phòng phẩm,3063421
2025-05-09,Văn phòng phẩm,3096175
2025-05-10,Văn phòng phẩm,3605208
2025-05-11,Văn phòng phẩm,3327510
2025-05-12,Văn phòng phẩm,3246530
2025-05-13,Văn phòng phẩm,3601444
2025-05-14,Văn phòng phẩm,3322383
2025-05-15,Văn phòng phẩm,3426757
2025-05-16,Văn phòng phẩm,3606429
2025-05-17,Văn phòng phẩm,3411536
2025-05-18,Văn phòng phẩm,3594685
2025-05-19,Văn phòng phẩm,3674784
2025-05-20,Văn phòng phẩm,3698679
2025-05-21,Văn phòng phẩm,3126789
2025-05-22,Văn phòng phẩm,3401275
2025-05-23,Văn phòng phẩm,3413801
2025-05-24,Văn phòng phẩm,3450475
2025-05-25,Văn phòng phẩm,3056383
2025-05-26,Văn phòng phẩm,3337825
2025-05-27,Văn phòng phẩm,3627414
2025-05-28,Văn phòng phẩm,3297282
2025-05-29,Văn phòng phẩm,3229737
2025-05-30,Văn phòng phẩm,3441519
2025-05-31,Văn phòng phẩm,3587644
2025-06-01,Văn phòng phẩm,3549909
2025-06-02,Văn phòng phẩm,3666120
2025-06-03,Văn phòng phẩm,3756012
2025-06-04,Văn phòng phẩm,3507217
2025-06-05,Văn phòng phẩm,3743050
2025-06-06,Văn phòng phẩm,3541887
2025-06-07,Văn phòng phẩm,3308192
2025-06-08,Văn phòng phẩm,3159088
2025-06-09,Văn phòng phẩm,3809644
2025-06-10,Văn phòng phẩm,3406969
2025-06-11,Văn phòng phẩm,3170941
2025-06-12,Văn phòng phẩm,3280652
2025-06-13,Văn phòng phẩm,3705019
2025-06-14,Văn phòng phẩm,3363949
2025-06-15,Văn phòng phẩm,3607759
2025-06-16,Văn phòng phẩm,3696889
2025-06-17,Văn phòng phẩm,3541526
2025-06-18,Văn phòng phẩm,3242053
2025-06-19,Văn phòng phẩm,3649197
2025-06-20,Văn phòng phẩm,3516337
2025-06-21,Văn phòng phẩm,3527424
2025-06-22,Văn phòng phẩm,3191330
2025-06-23,Văn phòng phẩm,3231286
2025-06-24,Văn phòng phẩm,3834784
2025-06-25,Văn phòng phẩm,3181725
2025-06-26,Văn phòng phẩm,3218869
2025-06-27,Văn phòng phẩm,3809609
2025-06-28,Văn phòng phẩm,3599700
2025-06-29,Văn phòng phẩm,3670750
2025-06-30,Văn phòng phẩm,3395516
2025-07-01,Văn phòng phẩm,3328786
2025-07-02,Văn phòng phẩm,3226342
2025-07-03,Văn phòng phẩm,3408964
2025-07-04,Văn phòng phẩm,3150700
2025-07-05,Văn phòng phẩm,3098910
2025-07-06,Văn phòng phẩm,3647411
2025-07-07,Văn phòng phẩm,3655062
2025-07-08,Văn phòng phẩm,3332708
2025-07-09,Văn phòng phẩm,3475161
2025-07-10,Văn phòng phẩm,3231446
2025-07-11,Văn phòng phẩm,3532139
2025-07-12,Văn phòng phẩm,3372219
2025-07-13,Văn phòng phẩm,3484557
2025-07-14,Văn phòng phẩm,3725639
2025-07-15,Văn phòng phẩm,3542527
2025-07-16,Văn phòng phẩm,3305888
2025-07-17,Văn phòng phẩm,3445161
2025-07-18,Văn phòng phẩm,3346425
2025-07-19,Văn phòng phẩm,3656676
2025-07-20,Văn phòng phẩm,3555633
2025-07-21,Văn phòng phẩm,3122796
2025-07-22,Văn phòng phẩm,3144788
2025-07-23,Văn phòng phẩm,3161782
2025-07-24,Văn phòng phẩm,3450771
2025-07-25,Văn phòng phẩm,3058400
2025-07-26,Văn phòng phẩm,3555709
2025-07-27,Văn phòng phẩm,3151380
2025-07-28,Văn phòng phẩm,3523384
2025-07-29,Văn phòng phẩm,3404171
2025-07-30,Văn phòng phẩm,3166742
2025-07-31,Văn phòng phẩm,3205169
2025-08-01,Văn phòng phẩm,3564391
2025-08-02,Văn phòng phẩm,3347060
2025-08-03,Văn phòng phẩm,3558781
2025-08-04,Văn phòng phẩm,3234933
2025-08-05,Văn phòng phẩm,3315512
2025-08-06,Văn phòng phẩm,3226525
2025-08-07,Văn phòng phẩm,3483546
2025-08-08,Văn phòng phẩm,3370676
2025-08-09,Văn phòng phẩm,3160112
2025-08-10,Văn phòng phẩm,3732662
2025-08-11,Văn phòng phẩm,3410954
2025-08-12,Văn phòng phẩm,3297501
2025-08-13,Văn phòng phẩm,3385174
2025-08-14,Văn phòng phẩm,3645306
2025-08-15,Văn phòng phẩm,3581552
2025-08-16,Văn phòng phẩm,3238323
2025-08-17,Văn phòng phẩm,3681217
2025-08-18,Văn phòng phẩm,3713140
2025-08-19,Văn phòng phẩm,3076482
2025-08-20,Văn phòng phẩm,3463953
2025-08-21,Văn phòng phẩm,3459151
2025-08-22,Văn phòng phẩm,3105340
2025-08-23,Văn phòng phẩm,3326450
2025-08-24,Văn phòng phẩm,3453983
2025-08-25,Văn phòng phẩm,3340636
2025-08-26,Văn phòng phẩm,3412270
2025-08-27,Văn phòng phẩm,3679063
2025-08-28,Văn phòng phẩm,3606503
2025-08-29,Văn phòng phẩm,3574303
2025-08-30,Văn phòng phẩm,3451870
2025-08-31,Văn phòng phẩm,3578968
2025-09-01,Văn phòng phẩm,3396628
2025-09-02,Văn phòng phẩm,3285995
2025-09-03,Văn phòng phẩm,3543607
2025-09-04,Văn phòng phẩm,3755342
2025-09-05,Văn phòng phẩm,3219350
2025-09-06,Văn phòng phẩm,3749738
2025-09-07,Văn phòng phẩm,3212270
2025-09-08,Văn phòng phẩm,3615648
2025-09-09,Văn phòng phẩm,3238495
2025-09-10,Văn phòng phẩm,3519101
